UserID,ProductID,TrustScore
USER00001840,PROD00001840,1
USER00001841,PROD00001841,1
USER00001842,PROD00001842,3
USER00001843,PROD00001843,5
USER00001844,PROD00001844,5
USER00001845,PROD00001845,1
USER00001846,PROD00001846,2
USER00001847,PROD00001847,4
USER00001848,PROD00001848,2
USER00001849,PROD00001849,2
USER00001850,PROD00001850,4
USER00001851,PROD00001851,1
USER00001852,PROD00001852,1
USER00001853,PROD00001853,1
USER00001854,PROD00001854,5
USER00001855,PROD00001855,1
USER00001856,PROD00001856,5
USER00001857,PROD00001857,5
USER00001858,PROD00001858,1
USER00001859,PROD00001859,3
USER00001860,PROD00001860,4
USER00001861,PROD00001861,4
USER00001862,PROD00001862,5
USER00001863,PROD00001863,3
USER00001864,PROD00001864,3
USER00001865,PROD00001865,2
USER00001866,PROD00001866,2
USER00001867,PROD00001867,5
USER00001868,PROD00001868,1
USER00001869,PROD00001869,3
USER00001870,PROD00001870,5
USER00001871,PROD00001871,3
USER00001872,PROD00001872,1
USER00001873,PROD00001873,1
USER00001874,PROD00001874,5
USER00001875,PROD00001875,1
USER00001876,PROD00001876,3
USER00001877,PROD00001877,2
USER00001878,PROD00001878,5
USER00001879,PROD00001879,5
USER00001880,PROD00001880,4
USER00001881,PROD00001881,5
USER00001882,PROD00001882,1
USER00001883,PROD00001883,1
USER00001884,PROD00001884,1
USER00001885,PROD00001885,1
USER00001886,PROD00001886,3
USER00001887,PROD00001887,3
USER00001888,PROD00001888,2
USER00001889,PROD00001889,3
USER00001890,PROD00001890,5
USER00001891,PROD00001891,2
USER00001892,PROD00001892,2
USER00001893,PROD00001893,1
USER00001894,PROD00001894,3
USER00001895,PROD00001895,5
USER00001896,PROD00001896,1
USER00001897,PROD00001897,2
USER00001898,PROD00001898,4
USER00001899,PROD00001899,5
USER00001900,PROD00001900,4
USER00001901,PROD00001901,2
USER00001902,PROD00001902,1
USER00001903,PROD00001903,4
USER00001904,PROD00001904,5
USER00001905,PROD00001905,2
USER00001906,PROD00001906,5
USER00001907,PROD00001907,4
USER00001908,PROD00001908,4
USER00001909,PROD00001909,3
USER00001910,PROD00001910,2
USER00001911,PROD00001911,4
USER00001912,PROD00001912,3
USER00001913,PROD00001913,3
USER00001914,PROD00001914,1
USER00001915,PROD00001915,5
USER00001916,PROD00001916,3
USER00001917,PROD00001917,5
USER00001918,PROD00001918,4
USER00001919,PROD00001919,1
USER00001920,PROD00001920,2
USER00001921,PROD00001921,3
USER00001922,PROD00001922,4
USER00001923,PROD00001923,4
USER00001924,PROD00001924,5
USER00001925,PROD00001925,5
USER00001926,PROD00001926,3
USER00001927,PROD00001927,2
USER00001928,PROD00001928,5
USER00001929,PROD00001929,4
USER00001930,PROD00001930,5
USER00001931,PROD00001931,4
USER00001932,PROD00001932,3
USER00001933,PROD00001933,5
USER00001934,PROD00001934,4
USER00001935,PROD00001935,3
USER00001936,PROD00001936,1
USER00001937,PROD00001937,4
USER00001938,PROD00001938,2
USER00001939,PROD00001939,2
USER00001940,PROD00001940,1
USER00001941,PROD00001941,5
USER00001942,PROD00001942,4
USER00001943,PROD00001943,2
USER00001944,PROD00001944,1
USER00001945,PROD00001945,3
USER00001946,PROD00001946,4
USER00001947,PROD00001947,2
USER00001948,PROD00001948,5
USER00001949,PROD00001949,1
USER00001950,PROD00001950,2
USER00001951,PROD00001951,5
USER00001952,PROD00001952,2
USER00001953,PROD00001953,3
USER00001954,PROD00001954,4
USER00001955,PROD00001955,4
USER00001956,PROD00001956,1
USER00001957,PROD00001957,4
USER00001958,PROD00001958,5
USER00001959,PROD00001959,2
USER00001960,PROD00001960,3
USER00001961,PROD00001961,5
USER00001962,PROD00001962,3
USER00001963,PROD00001963,4
USER00001964,PROD00001964,4
USER00001965,PROD00001965,2
USER00001966,PROD00001966,1
USER00001967,PROD00001967,2
USER00001968,PROD00001968,2
USER00001969,PROD00001969,1
USER00001970,PROD00001970,5
USER00001971,PROD00001971,2
USER00001972,PROD00001972,1
USER00001973,PROD00001973,2
USER00001974,PROD00001974,3
USER00001975,PROD00001975,5
USER00001976,PROD00001976,4
USER00001977,PROD00001977,2
USER00001978,PROD00001978,3
USER00001979,PROD00001979,4
USER00001980,PROD00001980,3
USER00001981,PROD00001981,2
USER00001982,PROD00001982,1
USER00001983,PROD00001983,2
USER00001984,PROD00001984,3
USER00001985,PROD00001985,4
USER00001986,PROD00001986,2
USER00001987,PROD00001987,1
USER00001988,PROD00001988,2
USER00001989,PROD00001989,5
USER00001990,PROD00001990,1
USER00001991,PROD00001991,3
USER00001992,PROD00001992,4
USER00001993,PROD00001993,2
USER00001994,PROD00001994,1
USER00001995,PROD00001995,5
USER00001996,PROD00001996,1
USER00001997,PROD00001997,5
USER00001998,PROD00001998,3
USER00001999,PROD00001999,4
USER00002000,PROD00002000,3
USER00002001,PROD00002001,2
USER00002002,PROD00002002,1
USER00002003,PROD00002003,5
USER00002004,PROD00002004,5
USER00002005,PROD00002005,1
USER00002006,PROD00002006,1
USER00002007,PROD00002007,2
USER00002008,PROD00002008,3
USER00002009,PROD00002009,5
USER00002010,PROD00002010,2
USER00002011,PROD00002011,1
USER00002012,PROD00002012,2
USER00002013,PROD00002013,5
USER00002014,PROD00002014,1
USER00002015,PROD00002015,1
USER00002016,PROD00002016,3
USER00002017,PROD00002017,4
USER00002018,PROD00002018,3
USER00002019,PROD00002019,2
USER00002020,PROD00002020,2
USER00002021,PROD00002021,2
USER00002022,PROD00002022,5
USER00002023,PROD00002023,4
USER00002024,PROD00002024,5
USER00002025,PROD00002025,1
USER00002026,PROD00002026,4
USER00002027,PROD00002027,3
USER00002028,PROD00002028,5
USER00002029,PROD00002029,3
USER00002030,PROD00002030,3
USER00002031,PROD00002031,1
USER00002032,PROD00002032,4
USER00002033,PROD00002033,5
USER00002034,PROD00002034,1
USER00002035,PROD00002035,4
USER00002036,PROD00002036,2
USER00002037,PROD00002037,4
USER00002038,PROD00002038,3
USER00002039,PROD00002039,4
USER00002040,PROD00002040,3
USER00002041,PROD00002041,5
USER00002042,PROD00002042,2
USER00002043,PROD00002043,3
USER00002044,PROD00002044,5
USER00002045,PROD00002045,5
USER00002046,PROD00002046,2
USER00002047,PROD00002047,3
USER00002048,PROD00002048,2
USER00002049,PROD00002049,4
USER00002050,PROD00002050,2
USER00002051,PROD00002051,1
USER00002052,PROD00002052,3
USER00002053,PROD00002053,2
USER00002054,PROD00002054,2
USER00002055,PROD00002055,4
USER00002056,PROD00002056,2
USER00002057,PROD00002057,4
USER00002058,PROD00002058,5
USER00002059,PROD00002059,5
USER00002060,PROD00002060,5
USER00002061,PROD00002061,1
USER00002062,PROD00002062,2
USER00002063,PROD00002063,1
USER00002064,PROD00002064,4
USER00002065,PROD00002065,1
USER00002066,PROD00002066,1
USER00002067,PROD00002067,4
USER00002068,PROD00002068,4
USER00002069,PROD00002069,5
USER00002070,PROD00002070,4
USER00002071,PROD00002071,2
USER00002072,PROD00002072,5
USER00002073,PROD00002073,4
USER00002074,PROD00002074,2
USER00002075,PROD00002075,1
USER00002076,PROD00002076,1
USER00002077,PROD00002077,5
USER00002078,PROD00002078,4
USER00002079,PROD00002079,2
USER00002080,PROD00002080,1
USER00002081,PROD00002081,5
USER00002082,PROD00002082,4
USER00002083,PROD00002083,4
USER00002084,PROD00002084,2
USER00002085,PROD00002085,5
USER00002086,PROD00002086,4
USER00002087,PROD00002087,2
USER00002088,PROD00002088,2
USER00002089,PROD00002089,5
USER00002090,PROD00002090,2
USER00002091,PROD00002091,1
USER00002092,PROD00002092,5
USER00002093,PROD00002093,2
USER00002094,PROD00002094,3
USER00002095,PROD00002095,1
USER00002096,PROD00002096,1
USER00002097,PROD00002097,1
USER00002098,PROD00002098,3
USER00002099,PROD00002099,3
USER00002100,PROD00002100,4
USER00002101,PROD00002101,2
USER00002102,PROD00002102,4
USER00002103,PROD00002103,2
USER00002104,PROD00002104,3
USER00002105,PROD00002105,3
USER00002106,PROD00002106,3
USER00002107,PROD00002107,2
USER00002108,PROD00002108,2
USER00002109,PROD00002109,5
USER00002110,PROD00002110,4
USER00002111,PROD00002111,1
USER00002112,PROD00002112,2
USER00002113,PROD00002113,4
USER00002114,PROD00002114,5
USER00002115,PROD00002115,3
USER00002116,PROD00002116,2
USER00002117,PROD00002117,3
USER00002118,PROD00002118,4
USER00002119,PROD00002119,1
USER00002120,PROD00002120,5
USER00002121,PROD00002121,1
USER00002122,PROD00002122,2
USER00002123,PROD00002123,1
USER00002124,PROD00002124,2
USER00002125,PROD00002125,3
USER00002126,PROD00002126,5
USER00002127,PROD00002127,5
USER00002128,PROD00002128,2
USER00002129,PROD00002129,2
USER00002130,PROD00002130,1
USER00002131,PROD00002131,2
USER00002132,PROD00002132,4
USER00002133,PROD00002133,5
USER00002134,PROD00002134,1
USER00002135,PROD00002135,4
USER00002136,PROD00002136,1
USER00002137,PROD00002137,2
USER00002138,PROD00002138,4
USER00002139,PROD00002139,3
USER00002140,PROD00002140,3
USER00002141,PROD00002141,1
USER00002142,PROD00002142,1
USER00002143,PROD00002143,5
USER00002144,PROD00002144,3
USER00002145,PROD00002145,2
USER00002146,PROD00002146,2
USER00002147,PROD00002147,2
USER00002148,PROD00002148,2
USER00002149,PROD00002149,1
USER00002150,PROD00002150,4
USER00002151,PROD00002151,3
USER00002152,PROD00002152,4
USER00002153,PROD00002153,4
USER00002154,PROD00002154,4
USER00002155,PROD00002155,5
USER00002156,PROD00002156,3
USER00002157,PROD00002157,2
USER00002158,PROD00002158,5
USER00002159,PROD00002159,4
USER00002160,PROD00002160,5
USER00002161,PROD00002161,3
USER00002162,PROD00002162,2
USER00002163,PROD00002163,4
USER00002164,PROD00002164,5
USER00002165,PROD00002165,3
USER00002166,PROD00002166,1
USER00002167,PROD00002167,2
USER00002168,PROD00002168,2
USER00002169,PROD00002169,2
USER00002170,PROD00002170,1
USER00002171,PROD00002171,2
USER00002172,PROD00002172,3
USER00002173,PROD00002173,2
USER00002174,PROD00002174,5
USER00002175,PROD00002175,1
USER00002176,PROD00002176,3
USER00002177,PROD00002177,5
USER00002178,PROD00002178,3
USER00002179,PROD00002179,5
USER00002180,PROD00002180,1
USER00002181,PROD00002181,4
USER00002182,PROD00002182,5
USER00002183,PROD00002183,5
USER00002184,PROD00002184,1
USER00002185,PROD00002185,4
USER00002186,PROD00002186,4
USER00002187,PROD00002187,1
USER00002188,PROD00002188,1
USER00002189,PROD00002189,4
USER00002190,PROD00002190,1
USER00002191,PROD00002191,5
USER00002192,PROD00002192,4
USER00002193,PROD00002193,4
USER00002194,PROD00002194,4
USER00002195,PROD00002195,2
USER00002196,PROD00002196,5
USER00002197,PROD00002197,4
USER00002198,PROD00002198,3
USER00002199,PROD00002199,3
USER00002200,PROD00002200,3
USER00002201,PROD00002201,4
USER00002202,PROD00002202,5
USER00002203,PROD00002203,5
USER00002204,PROD00002204,5
USER00002205,PROD00002205,2
USER00002206,PROD00002206,3
USER00002207,PROD00002207,5
USER00002208,PROD00002208,5
USER00002209,PROD00002209,4
USER00002210,PROD00002210,2
USER00002211,PROD00002211,5
USER00002212,PROD00002212,2
USER00002213,PROD00002213,5
USER00002214,PROD00002214,2
USER00002215,PROD00002215,2
USER00002216,PROD00002216,2
USER00002217,PROD00002217,5
USER00002218,PROD00002218,5
USER00002219,PROD00002219,5
USER00002220,PROD00002220,2
USER00002221,PROD00002221,5
USER00002222,PROD00002222,5
USER00002223,PROD00002223,4
USER00002224,PROD00002224,5
USER00002225,PROD00002225,3
USER00002226,PROD00002226,1
USER00002227,PROD00002227,4
USER00002228,PROD00002228,3
USER00002229,PROD00002229,5
USER00002230,PROD00002230,4
USER00002231,PROD00002231,3
USER00002232,PROD00002232,5
USER00002233,PROD00002233,4
USER00002234,PROD00002234,2
USER00002235,PROD00002235,4
USER00002236,PROD00002236,4
USER00002237,PROD00002237,2
USER00002238,PROD00002238,1
USER00002239,PROD00002239,1
USER00002240,PROD00002240,5
USER00002241,PROD00002241,4
USER00002242,PROD00002242,5
USER00002243,PROD00002243,2
USER00002244,PROD00002244,4
USER00002245,PROD00002245,2
USER00002246,PROD00002246,5
USER00002247,PROD00002247,1
USER00002248,PROD00002248,3
USER00002249,PROD00002249,1
USER00002250,PROD00002250,1
USER00002251,PROD00002251,5
USER00002252,PROD00002252,1
USER00002253,PROD00002253,2
USER00002254,PROD00002254,4
USER00002255,PROD00002255,5
USER00002256,PROD00002256,1
USER00002257,PROD00002257,2
USER00002258,PROD00002258,2
USER00002259,PROD00002259,1
USER00002260,PROD00002260,4
USER00002261,PROD00002261,5
USER00002262,PROD00002262,4
USER00002263,PROD00002263,3
USER00002264,PROD00002264,2
USER00002265,PROD00002265,3
USER00002266,PROD00002266,1
USER00002267,PROD00002267,1
USER00002268,PROD00002268,4
USER00002269,PROD00002269,2
USER00002270,PROD00002270,3
USER00002271,PROD00002271,5
USER00002272,PROD00002272,5
USER00002273,PROD00002273,1
USER00002274,PROD00002274,1
USER00002275,PROD00002275,5
USER00002276,PROD00002276,1
USER00002277,PROD00002277,3
USER00002278,PROD00002278,1
USER00002279,PROD00002279,5
USER00002280,PROD00002280,3
USER00002281,PROD00002281,3
USER00002282,PROD00002282,1
USER00002283,PROD00002283,5
USER00002284,PROD00002284,4
USER00002285,PROD00002285,1
USER00002286,PROD00002286,1
USER00002287,PROD00002287,1
USER00002288,PROD00002288,3
USER00002289,PROD00002289,4
USER00002290,PROD00002290,3
USER00002291,PROD00002291,3
USER00002292,PROD00002292,4
USER00002293,PROD00002293,3
USER00002294,PROD00002294,3
USER00002295,PROD00002295,2
USER00002296,PROD00002296,5
USER00002297,PROD00002297,5
USER00002298,PROD00002298,2
USER00002299,PROD00002299,4
USER00002300,PROD00002300,1
USER00002301,PROD00002301,1
USER00002302,PROD00002302,1
USER00002303,PROD00002303,5
USER00002304,PROD00002304,2
USER00002305,PROD00002305,3
USER00002306,PROD00002306,1
USER00002307,PROD00002307,4
USER00002308,PROD00002308,4
USER00002309,PROD00002309,1
USER00002310,PROD00002310,1
USER00002311,PROD00002311,1
USER00002312,PROD00002312,2
USER00002313,PROD00002313,2
USER00002314,PROD00002314,2
USER00002315,PROD00002315,1
USER00002316,PROD00002316,4
USER00002317,PROD00002317,4
USER00002318,PROD00002318,3
USER00002319,PROD00002319,2
USER00002320,PROD00002320,5
USER00002321,PROD00002321,5
USER00002322,PROD00002322,4
USER00002323,PROD00002323,2
USER00002324,PROD00002324,3
USER00002325,PROD00002325,2
USER00002326,PROD00002326,1
USER00002327,PROD00002327,2
USER00002328,PROD00002328,1
USER00002329,PROD00002329,1
USER00002330,PROD00002330,3
USER00002331,PROD00002331,4
USER00002332,PROD00002332,2
USER00002333,PROD00002333,1
USER00002334,PROD00002334,3
USER00002335,PROD00002335,4
USER00002336,PROD00002336,4
USER00002337,PROD00002337,5
USER00002338,PROD00002338,4
USER00002339,PROD00002339,2
USER00002340,PROD00002340,1
USER00002341,PROD00002341,5
USER00002342,PROD00002342,3
USER00002343,PROD00002343,4
USER00002344,PROD00002344,1
USER00002345,PROD00002345,4
USER00002346,PROD00002346,1
USER00002347,PROD00002347,4
USER00002348,PROD00002348,5
USER00002349,PROD00002349,5
USER00002350,PROD00002350,5
USER00002351,PROD00002351,4
USER00002352,PROD00002352,3
USER00002353,PROD00002353,3
USER00002354,PROD00002354,1
USER00002355,PROD00002355,4
USER00002356,PROD00002356,5
USER00002357,PROD00002357,2
USER00002358,PROD00002358,2
USER00002359,PROD00002359,5
USER00002360,PROD00002360,5
USER00002361,PROD00002361,4
USER00002362,PROD00002362,4
USER00002363,PROD00002363,3
USER00002364,PROD00002364,2
USER00002365,PROD00002365,3
USER00002366,PROD00002366,4
USER00002367,PROD00002367,5
USER00002368,PROD00002368,3
USER00002369,PROD00002369,5
USER00002370,PROD00002370,5
USER00002371,PROD00002371,1
USER00002372,PROD00002372,3
USER00002373,PROD00002373,3
USER00002374,PROD00002374,5
USER00002375,PROD00002375,4
USER00002376,PROD00002376,2
USER00002377,PROD00002377,5
USER00002378,PROD00002378,2
USER00002379,PROD00002379,2
USER00002380,PROD00002380,1
USER00002381,PROD00002381,4
USER00002382,PROD00002382,5
USER00002383,PROD00002383,3
USER00002384,PROD00002384,1
USER00002385,PROD00002385,4
USER00002386,PROD00002386,3
USER00002387,PROD00002387,2
USER00002388,PROD00002388,2
USER00002389,PROD00002389,3
USER00002390,PROD00002390,1
USER00002391,PROD00002391,2
USER00002392,PROD00002392,5
USER00002393,PROD00002393,3
USER00002394,PROD00002394,3
USER00002395,PROD00002395,2
USER00002396,PROD00002396,1
USER00002397,PROD00002397,5
USER00002398,PROD00002398,1
USER00002399,PROD00002399,4
USER00002400,PROD00002400,4
USER00002401,PROD00002401,2
USER00002402,PROD00002402,2
USER00002403,PROD00002403,2
USER00002404,PROD00002404,2
USER00002405,PROD00002405,5
USER00002406,PROD00002406,1
USER00002407,PROD00002407,2
USER00002408,PROD00002408,5
USER00002409,PROD00002409,1
USER00002410,PROD00002410,4
USER00002411,PROD00002411,2
USER00002412,PROD00002412,3
USER00002413,PROD00002413,3
USER00002414,PROD00002414,5
USER00002415,PROD00002415,2
USER00002416,PROD00002416,4
USER00002417,PROD00002417,5
USER00002418,PROD00002418,4
USER00002419,PROD00002419,1
USER00002420,PROD00002420,2
USER00002421,PROD00002421,3
USER00002422,PROD00002422,2
USER00002423,PROD00002423,5
USER00002424,PROD00002424,5
USER00002425,PROD00002425,5
USER00002426,PROD00002426,2
USER00002427,PROD00002427,4
USER00002428,PROD00002428,4
USER00002429,PROD00002429,1
USER00002430,PROD00002430,5
USER00002431,PROD00002431,4
USER00002432,PROD00002432,1
USER00002433,PROD00002433,4
USER00002434,PROD00002434,5
USER00002435,PROD00002435,3
USER00002436,PROD00002436,5
USER00002437,PROD00002437,2
USER00002438,PROD00002438,4
USER00002439,PROD00002439,4
USER00002440,PROD00002440,2
USER00002441,PROD00002441,2
USER00002442,PROD00002442,3
USER00002443,PROD00002443,4
USER00002444,PROD00002444,4
USER00002445,PROD00002445,3
USER00002446,PROD00002446,5
USER00002447,PROD00002447,3
USER00002448,PROD00002448,5
USER00002449,PROD00002449,4
USER00002450,PROD00002450,2
USER00002451,PROD00002451,5
USER00002452,PROD00002452,3
USER00002453,PROD00002453,3
USER00002454,PROD00002454,1
USER00002455,PROD00002455,4
USER00002456,PROD00002456,1
USER00002457,PROD00002457,5
USER00002458,PROD00002458,2
USER00002459,PROD00002459,4
USER00002460,PROD00002460,1
USER00002461,PROD00002461,3
USER00002462,PROD00002462,4
USER00002463,PROD00002463,4
USER00002464,PROD00002464,3
USER00002465,PROD00002465,1
USER00002466,PROD00002466,4
USER00002467,PROD00002467,5
USER00002468,PROD00002468,1
USER00002469,PROD00002469,1
USER00002470,PROD00002470,4
USER00002471,PROD00002471,4
USER00002472,PROD00002472,2
USER00002473,PROD00002473,1
USER00002474,PROD00002474,3
USER00002475,PROD00002475,1
USER00002476,PROD00002476,2
USER00002477,PROD00002477,3
USER00002478,PROD00002478,1
USER00002479,PROD00002479,4
USER00002480,PROD00002480,5
USER00002481,PROD00002481,2
USER00002482,PROD00002482,1
USER00002483,PROD00002483,1
USER00002484,PROD00002484,4
USER00002485,PROD00002485,3
USER00002486,PROD00002486,3
USER00002487,PROD00002487,5
USER00002488,PROD00002488,1
USER00002489,PROD00002489,3
USER00002490,PROD00002490,5
USER00002491,PROD00002491,2
USER00002492,PROD00002492,5
USER00002493,PROD00002493,3
USER00002494,PROD00002494,2
USER00002495,PROD00002495,3
USER00002496,PROD00002496,2
USER00002497,PROD00002497,2
USER00002498,PROD00002498,5
USER00002499,PROD00002499,5
USER00002500,PROD00002500,5
USER00002501,PROD00002501,4
USER00002502,PROD00002502,1
USER00002503,PROD00002503,5
USER00002504,PROD00002504,2
USER00002505,PROD00002505,5
USER00002506,PROD00002506,4
USER00002507,PROD00002507,2
USER00002508,PROD00002508,4
USER00002509,PROD00002509,2
USER00002510,PROD00002510,3
USER00002511,PROD00002511,1
USER00002512,PROD00002512,3
USER00002513,PROD00002513,4
USER00002514,PROD00002514,1
USER00002515,PROD00002515,2
USER00002516,PROD00002516,5
USER00002517,PROD00002517,4
USER00002518,PROD00002518,2
USER00002519,PROD00002519,4
USER00002520,PROD00002520,1
USER00002521,PROD00002521,1
USER00002522,PROD00002522,4
USER00002523,PROD00002523,4
USER00002524,PROD00002524,2
USER00002525,PROD00002525,4
USER00002526,PROD00002526,3
USER00002527,PROD00002527,4
USER00002528,PROD00002528,2
USER00002529,PROD00002529,2
USER00002530,PROD00002530,4
USER00002531,PROD00002531,5
USER00002532,PROD00002532,4
USER00002533,PROD00002533,5
USER00002534,PROD00002534,5
USER00002535,PROD00002535,4
USER00002536,PROD00002536,3
USER00002537,PROD00002537,4
USER00002538,PROD00002538,2
USER00002539,PROD00002539,5
USER00002540,PROD00002540,3
USER00002541,PROD00002541,3
USER00002542,PROD00002542,5
USER00002543,PROD00002543,4
USER00002544,PROD00002544,2
USER00002545,PROD00002545,1
USER00002546,PROD00002546,3
USER00002547,PROD00002547,2
USER00002548,PROD00002548,3
USER00002549,PROD00002549,4
USER00002550,PROD00002550,5
USER00002551,PROD00002551,2
USER00002552,PROD00002552,2
USER00002553,PROD00002553,3
USER00002554,PROD00002554,1
USER00002555,PROD00002555,5
USER00002556,PROD00002556,2
USER00002557,PROD00002557,5
USER00002558,PROD00002558,2
USER00002559,PROD00002559,5
USER00002560,PROD00002560,3
USER00002561,PROD00002561,2
USER00002562,PROD00002562,5
USER00002563,PROD00002563,1
USER00002564,PROD00002564,3
USER00002565,PROD00002565,3
USER00002566,PROD00002566,1
USER00002567,PROD00002567,5
USER00002568,PROD00002568,4
USER00002569,PROD00002569,1
USER00002570,PROD00002570,5
USER00002571,PROD00002571,1
USER00002572,PROD00002572,1
USER00002573,PROD00002573,5
USER00002574,PROD00002574,5
USER00002575,PROD00002575,4
USER00002576,PROD00002576,2
USER00002577,PROD00002577,1
USER00002578,PROD00002578,1
USER00002579,PROD00002579,1
USER00002580,PROD00002580,5
USER00002581,PROD00002581,5
USER00002582,PROD00002582,2
USER00002583,PROD00002583,4
USER00002584,PROD00002584,2
USER00002585,PROD00002585,5
USER00002586,PROD00002586,1
USER00002587,PROD00002587,1
USER00002588,PROD00002588,1
USER00002589,PROD00002589,2
USER00002590,PROD00002590,2
USER00002591,PROD00002591,5
USER00002592,PROD00002592,2
USER00002593,PROD00002593,5
USER00002594,PROD00002594,5
USER00002595,PROD00002595,2
USER00002596,PROD00002596,1
USER00002597,PROD00002597,2
USER00002598,PROD00002598,2
USER00002599,PROD00002599,2
USER00002600,PROD00002600,3
USER00002601,PROD00002601,2
USER00002602,PROD00002602,4
USER00002603,PROD00002603,4
USER00002604,PROD00002604,3
USER00002605,PROD00002605,2
USER00002606,PROD00002606,3
USER00002607,PROD00002607,3
USER00002608,PROD00002608,1
USER00002609,PROD00002609,5
USER00002610,PROD00002610,4
USER00002611,PROD00002611,2
USER00002612,PROD00002612,4
USER00002613,PROD00002613,5
USER00002614,PROD00002614,3
USER00002615,PROD00002615,4
USER00002616,PROD00002616,4
USER00002617,PROD00002617,3
USER00002618,PROD00002618,3
USER00002619,PROD00002619,3
USER00002620,PROD00002620,2
USER00002621,PROD00002621,4
USER00002622,PROD00002622,2
USER00002623,PROD00002623,1
USER00002624,PROD00002624,4
USER00002625,PROD00002625,1
USER00002626,PROD00002626,1
USER00002627,PROD00002627,4
USER00002628,PROD00002628,1
USER00002629,PROD00002629,2
USER00002630,PROD00002630,4
USER00002631,PROD00002631,3
USER00002632,PROD00002632,4
USER00002633,PROD00002633,1
USER00002634,PROD00002634,3
USER00002635,PROD00002635,2
USER00002636,PROD00002636,3
USER00002637,PROD00002637,3
USER00002638,PROD00002638,5
USER00002639,PROD00002639,3
USER00002640,PROD00002640,3
USER00002641,PROD00002641,4
USER00002642,PROD00002642,2
USER00002643,PROD00002643,4
USER00002644,PROD00002644,4
USER00002645,PROD00002645,1
USER00002646,PROD00002646,4
USER00002647,PROD00002647,5
USER00002648,PROD00002648,5
USER00002649,PROD00002649,1
USER00002650,PROD00002650,2
USER00002651,PROD00002651,2
USER00002652,PROD00002652,4
USER00002653,PROD00002653,4
USER00002654,PROD00002654,4
USER00002655,PROD00002655,2
USER00002656,PROD00002656,3
USER00002657,PROD00002657,5
USER00002658,PROD00002658,3
USER00002659,PROD00002659,3
USER00002660,PROD00002660,2
USER00002661,PROD00002661,3
USER00002662,PROD00002662,1
USER00002663,PROD00002663,1
USER00002664,PROD00002664,1
USER00002665,PROD00002665,5
USER00002666,PROD00002666,4
USER00002667,PROD00002667,3
USER00002668,PROD00002668,5
USER00002669,PROD00002669,4
USER00002670,PROD00002670,3
USER00002671,PROD00002671,1
USER00002672,PROD00002672,2
USER00002673,PROD00002673,3
USER00002674,PROD00002674,1
USER00002675,PROD00002675,5
USER00002676,PROD00002676,5
USER00002677,PROD00002677,5
USER00002678,PROD00002678,5
USER00002679,PROD00002679,3
USER00002680,PROD00002680,4
USER00002681,PROD00002681,4
USER00002682,PROD00002682,2
USER00002683,PROD00002683,3
USER00002684,PROD00002684,4
USER00002685,PROD00002685,5
USER00002686,PROD00002686,1
USER00002687,PROD00002687,1
USER00002688,PROD00002688,1
USER00002689,PROD00002689,4
USER00002690,PROD00002690,1
USER00002691,PROD00002691,3
USER00002692,PROD00002692,2
USER00002693,PROD00002693,2
USER00002694,PROD00002694,5
USER00002695,PROD00002695,3
USER00002696,PROD00002696,2
USER00002697,PROD00002697,1
USER00002698,PROD00002698,5
USER00002699,PROD00002699,1
USER00002700,PROD00002700,1
USER00002701,PROD00002701,2
USER00002702,PROD00002702,3
USER00002703,PROD00002703,4
USER00002704,PROD00002704,4
USER00002705,PROD00002705,1
USER00002706,PROD00002706,4
USER00002707,PROD00002707,2
USER00002708,PROD00002708,4
USER00002709,PROD00002709,4
USER00002710,PROD00002710,1
USER00002711,PROD00002711,5
USER00002712,PROD00002712,2
USER00002713,PROD00002713,3
USER00002714,PROD00002714,4
USER00002715,PROD00002715,4
USER00002716,PROD00002716,2
USER00002717,PROD00002717,5
USER00002718,PROD00002718,4
USER00002719,PROD00002719,2
USER00002720,PROD00002720,1
USER00002721,PROD00002721,5
USER00002722,PROD00002722,3
USER00002723,PROD00002723,4
USER00002724,PROD00002724,2
USER00002725,PROD00002725,1
USER00002726,PROD00002726,3
USER00002727,PROD00002727,2
USER00002728,PROD00002728,2
USER00002729,PROD00002729,3
USER00002730,PROD00002730,1
USER00002731,PROD00002731,3
USER00002732,PROD00002732,5
USER00002733,PROD00002733,4
USER00002734,PROD00002734,3
USER00002735,PROD00002735,3
USER00002736,PROD00002736,5
USER00002737,PROD00002737,1
USER00002738,PROD00002738,4
USER00002739,PROD00002739,5
USER00002740,PROD00002740,2
USER00002741,PROD00002741,5
USER00002742,PROD00002742,3
USER00002743,PROD00002743,4
USER00002744,PROD00002744,1
USER00002745,PROD00002745,4
USER00002746,PROD00002746,4
USER00002747,PROD00002747,5
USER00002748,PROD00002748,3
USER00002749,PROD00002749,1
USER00002750,PROD00002750,2
USER00002751,PROD00002751,1
USER00002752,PROD00002752,1
USER00002753,PROD00002753,3
USER00002754,PROD00002754,1
USER00002755,PROD00002755,5
USER00002756,PROD00002756,5
USER00002757,PROD00002757,4
USER00002758,PROD00002758,4
USER00002759,PROD00002759,4
USER00002760,PROD00002760,1
USER00002761,PROD00002761,1
USER00002762,PROD00002762,3
USER00002763,PROD00002763,4
USER00002764,PROD00002764,5
USER00002765,PROD00002765,1
USER00002766,PROD00002766,3
USER00002767,PROD00002767,1
USER00002768,PROD00002768,5
USER00002769,PROD00002769,2
USER00002770,PROD00002770,3
USER00002771,PROD00002771,3
